日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2015-07-01,'000021,深科技,13.73,15.39,13.73,14.85,15.25,-1.52,-9.9672,3.5198,51785660,759070301.35,20200391054.0,20200391054.0,33363
2015-06-30,'000021,深科技,15.25,15.32,12.98,13.78,14.42,0.83,5.7559,4.5565,67038144,939658156.07,22436705285.8,22436705285.8,39013
2015-06-29,'000021,深科技,14.42,16.5,14.42,16.36,16.02,-1.6,-9.9875,3.8905,57238737,865392937.87,21215560014.5,21215560014.5,35987
2015-06-26,'000021,深科技,16.02,17.15,16.02,16.82,17.8,-1.78,-10.0,3.5925,52854780,871732524.97,23569574995.3,23569574995.3,37695
2015-06-25,'000021,深科技,17.8,19.38,17.41,18.75,18.69,-0.89,-4.7619,5.7495,84590428,1586081975.36,26188416661.4,26188416661.4,63634
2015-06-24,'000021,深科技,18.69,18.99,17.42,17.75,17.45,1.24,7.106,5.543,81552134,1475582487.29,27497837494.5,27497837494.5,52294
2015-06-23,'000021,深科技,17.45,17.6,15.4,16.91,16.9,0.55,3.2544,3.3875,49839634,844072686.91,25673475884.3,25673475884.3,35658
2015-06-19,'000021,深科技,16.9,18.09,16.8,17.2,18.18,-1.28,-7.0407,4.0432,59485845,1032347235.73,24864283234.7,24864283234.7,36103
2015-06-18,'000021,深科技,18.18,19.18,18.1,18.2,17.44,0.74,4.2431,5.1987,76486333,1437364825.91,26747495219.3,26747495219.3,47896
2015-06-17,'000021,深科技,17.49,17.62,16.27,17.19,17.19,0.3,1.7452,2.5584,37641407,640846452.12,25732326258.9,25732326258.9,26704
2015-06-16,'000021,深科技,17.19,17.58,16.56,17.41,17.82,-0.63,-3.5354,3.3298,48990498,835002008.37,25290948450.0,25290948450.0,32676
2015-06-15,'000021,深科技,17.82,18.49,17.77,18.41,18.4,-0.58,-3.1522,2.8943,42582802,769743943.83,26217841848.7,26217841848.7,32092
2015-06-12,'000021,深科技,18.4,18.95,18.15,18.67,18.6,-0.2,-1.0753,3.5288,51918099,957893590.38,27071172279.2,27071172279.2,36145
2015-06-11,'000021,深科技,18.6,18.76,17.6,17.9,17.97,0.63,3.5058,4.0373,59399292,1084781930.58,27365424151.8,27365424151.8,42302
2015-06-10,'000021,深科技,17.97,18.3,16.9,17.39,17.39,0.58,3.3353,3.7682,55439961,986455145.34,26438530753.1,26438530753.1,39415
2015-06-09,'000021,深科技,17.39,18.2,17.07,18.15,18.37,-0.98,-5.3348,4.4465,65419719,1148818672.2,25585200322.6,25585200322.6,50999
2015-06-08,'000021,深科技,18.37,19.45,18.07,18.23,18.24,0.13,0.7127,4.8814,71817372,1338014561.27,27027034498.3,27027034498.3,51109
2015-06-05,'000021,深科技,18.24,19.8,18.15,19.01,18.15,0.09,0.4959,8.0,117700703,2215941532.83,26835770781.1,26835770781.1,76565
2015-06-04,'000021,深科技,18.15,18.15,18.15,18.15,16.5,1.65,10.0,0.0926,1362386,24727305.9,26703357438.5,26703357438.5,695
2015-06-03,'000021,深科技,16.5,16.5,16.5,16.5,15.0,1.5,10.0,0.0367,540474,8917821.0,24275779489.5,24275779489.5,518
2015-06-02,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-06-01,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-29,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-28,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-27,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-26,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-25,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-22,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-21,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-20,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-19,'000021,深科技,0.0,0.0,0.0,0.0,15.0,None,None,0.0,0,0.0,22068890445.0,22068890445.0,0
2015-05-18,'000021,深科技,15.0,15.28,13.7,13.84,13.98,1.02,7.2961,4.8244,70979921,1051145020.47,22068890445.0,22068890445.0,40398
2015-05-15,'000021,深科技,13.98,14.2,13.6,14.1,14.21,-0.23,-1.6186,3.1295,46042359,638086896.75,20568205894.7,20568205894.7,26932
2015-05-14,'000021,深科技,14.21,14.9,14.19,14.39,14.46,-0.25,-1.7289,4.0433,59488053,862848726.29,20906595548.2,20906595548.2,31420
2015-05-13,'000021,深科技,14.46,14.95,13.68,14.0,14.07,0.39,2.7719,5.5974,82352349,1184319840.39,21274410389.0,21274410389.0,45275
2015-05-12,'000021,深科技,14.07,14.2,13.41,13.74,13.68,0.39,2.8509,4.8217,70939148,980436253.51,20700619237.4,20700619237.4,41050
2015-05-11,'000021,深科技,13.68,13.83,13.04,13.22,13.06,0.62,4.7473,4.1194,60607739,819397638.01,20126828085.8,20126828085.8,32947
2015-05-08,'000021,深科技,13.06,13.12,12.25,12.25,12.12,0.94,7.7558,3.6746,54062542,681211097.48,19214647280.8,19214647280.8,27519
2015-05-07,'000021,深科技,12.12,12.87,11.91,12.62,12.79,-0.67,-5.2385,2.9375,43218658,528386630.43,17831663479.6,17831663479.6,23519
2015-05-06,'000021,深科技,12.79,13.54,12.61,13.16,13.11,-0.32,-2.4409,3.0897,45458100,600211144.9,18817407252.8,18817407252.8,24601
2015-05-05,'000021,深科技,13.11,13.98,12.91,13.64,13.63,-0.52,-3.8151,3.7408,55036587,743866379.02,19288210248.9,19288210248.9,31390
2015-05-04,'000021,深科技,13.63,13.9,13.4,13.76,13.71,-0.08,-0.5835,3.2988,48533177,662941242.14,20053265117.7,20053265117.7,26253
2015-04-30,'000021,深科技,13.71,14.2,13.23,13.23,13.19,0.52,3.9424,4.7681,70151420,969236445.51,20170965866.7,20170965866.7,38316
2015-04-29,'000021,深科技,13.19,13.55,12.61,12.68,12.96,0.23,1.7747,3.1509,46357623,611164836.13,19405910998.0,19405910998.0,25212
2015-04-28,'000021,深科技,12.96,14.1,12.66,13.69,13.7,-0.74,-5.4015,5.0531,74344913,990827868.24,19067521344.5,19067521344.5,42135
2015-04-27,'000021,深科技,13.7,14.05,13.58,13.85,13.85,-0.15,-1.083,4.4341,65237352,897900951.76,20156253273.1,20156253273.1,37106
2015-04-24,'000021,深科技,13.85,14.2,12.5,12.9,13.16,0.69,5.2432,6.1179,90009443,1223328758.2,20376942177.5,20376942177.5,46927
2015-04-23,'000021,深科技,13.16,13.35,12.67,13.1,13.01,0.15,1.153,4.9065,72187035,939577006.05,19361773217.1,19361773217.1,37515
2015-04-22,'000021,深科技,13.01,13.22,12.43,12.44,12.43,0.58,4.6661,5.3766,79103913,1016654555.62,19141084312.6,19141084312.6,43169
2015-04-21,'000021,深科技,12.43,12.55,11.65,11.65,11.89,0.54,4.5416,3.9519,58142557,710657207.51,18287753882.1,18287753882.1,30209
2015-04-20,'000021,深科技,11.89,12.45,11.82,12.45,12.54,-0.65,-5.1834,5.3762,79097327,958928619.06,17493273826.1,17493273826.1,39449
2015-04-17,'000021,深科技,12.54,12.88,12.02,12.18,12.04,0.5,4.1528,6.5379,96189307,1193537244.72,18449592412.0,18449592412.0,47920
2015-04-16,'000021,深科技,12.04,12.04,11.37,11.77,11.84,0.2,1.6892,2.9113,42833490,503607182.22,17713962730.5,17713962730.5,22422
2015-04-15,'000021,深科技,11.84,12.46,11.74,12.0,12.0,-0.16,-1.3333,3.9585,58239322,704502911.61,17419710857.9,17419710857.9,31824
2015-04-14,'000021,深科技,12.0,12.2,11.58,11.82,11.82,0.18,1.5228,3.9468,58068240,690475265.16,17655112356.0,17655112356.0,30322
2015-04-13,'000021,深科技,11.82,12.09,11.38,11.53,11.57,0.25,2.1608,3.241,47682966,560739760.08,17390285670.7,17390285670.7,29316
2015-04-10,'000021,深科技,11.57,11.66,11.1,11.3,11.36,0.21,1.8486,2.3196,34127094,393194553.87,17022470829.9,17022470829.9,18287
2015-04-09,'000021,深科技,11.36,11.73,10.9,11.72,11.77,-0.41,-3.4834,3.502,51524132,581937402.51,16713506363.7,16713506363.7,30636
2015-04-08,'000021,深科技,11.77,12.38,11.51,12.28,12.25,-0.48,-3.9184,3.6365,53502666,636993609.6,17316722702.5,17316722702.5,32326
2015-04-07,'000021,深科技,12.25,12.3,11.93,12.15,12.13,0.12,0.9893,3.3988,50005542,606230307.4,18022927196.8,18022927196.8,28551
2015-04-03,'000021,深科技,12.13,12.3,11.77,11.82,11.89,0.24,2.0185,3.6915,54310811,658171559.1,17846376073.2,17846376073.2,31265
2015-04-02,'000021,深科技,11.89,11.93,11.51,11.6,11.6,0.29,2.5,3.2012,47097308,554627020.41,17493273826.1,17493273826.1,28476
2015-04-01,'000021,深科技,11.6,11.7,11.45,11.46,11.46,0.14,1.2216,1.9893,29267089,339291876.08,17066608610.8,17066608610.8,17313
2015-03-31,'000021,深科技,11.46,11.8,11.42,11.73,11.73,-0.27,-2.3018,2.6888,39559533,458390955.73,16860632300.0,16860632300.0,24903
2015-03-30,'000021,深科技,11.73,11.88,11.53,11.8,11.8,-0.07,-0.5932,2.9668,43649838,509453010.58,17257872328.0,17257872328.0,26762
2015-03-27,'000021,深科技,11.8,11.95,11.61,11.79,11.73,0.07,0.5968,2.0542,30222345,356201244.9,17360860483.4,17360860483.4,18165
2015-03-26,'000021,深科技,11.73,12.28,11.55,11.82,11.98,-0.25,-2.0868,3.3168,48799339,577497376.58,17257872328.0,17257872328.0,31572
2015-03-25,'000021,深科技,11.98,12.4,11.0,11.28,11.3,0.68,6.0177,4.9926,73454402,864466252.53,17625687168.7,17625687168.7,44563
2015-03-24,'000021,深科技,11.3,11.55,10.68,11.51,11.5,-0.2,-1.7391,4.2942,63179481,706964579.99,16625230801.9,16625230801.9,38150
2015-03-23,'000021,深科技,11.5,11.65,11.2,11.64,11.38,0.12,1.0545,3.555,52303742,599909104.96,16919482674.5,16919482674.5,31927
2015-03-20,'000021,深科技,11.38,11.88,10.92,10.92,10.97,0.41,3.7375,4.122,60645311,691105606.84,16742931550.9,16742931550.9,38830
2015-03-19,'000021,深科技,10.97,11.09,10.8,11.08,11.1,-0.13,-1.1712,2.9669,43651367,476464953.55,16139715212.1,16139715212.1,26588
2015-03-18,'000021,深科技,11.1,11.34,10.8,11.01,11.0,0.1,0.9091,3.8661,56880284,630292849.06,16330978929.3,16330978929.3,33528
2015-03-17,'000021,深科技,11.0,11.6,10.43,10.62,10.56,0.44,4.1667,6.7705,99611777,1089873907.24,16183852993.0,16183852993.0,58576
2015-03-16,'000021,深科技,10.56,10.56,9.67,9.67,9.6,0.96,10.0,4.999,73548075,750721094.43,15536498873.3,15536498873.3,44471
2015-03-13,'000021,深科技,9.6,9.7,9.25,9.37,9.27,0.33,3.5599,2.167,31881665,303654625.3,14124089884.8,14124089884.8,19075
2015-03-12,'000021,深科技,9.27,9.47,9.22,9.45,9.42,-0.15,-1.5924,1.9313,28414583,264848191.97,13638574295.0,13638574295.0,17160
2015-03-11,'000021,深科技,9.42,9.75,9.37,9.65,9.66,-0.24,-2.4845,2.1158,31129258,295605759.81,13859263199.5,13859263199.5,18743
2015-03-10,'000021,深科技,9.66,9.95,9.61,9.86,9.53,0.13,1.3641,2.3637,34776143,338720369.25,14212365446.6,14212365446.6,18241
2015-03-09,'000021,深科技,9.53,9.64,9.24,9.5,9.58,-0.05,-0.5219,2.181,32087521,303147557.77,14021101729.4,14021101729.4,16164
2015-03-06,'000021,深科技,9.58,10.17,9.55,9.75,9.6,-0.02,-0.2083,3.5587,52358265,513205546.87,14094664697.5,14094664697.5,26730
2015-03-05,'000021,深科技,9.6,9.65,9.26,9.43,9.43,0.17,1.8028,2.997,44093124,417925393.44,14124089884.8,14124089884.8,22061
2015-03-04,'000021,深科技,9.43,9.49,9.15,9.21,9.14,0.29,3.1729,2.8523,41964423,390124043.94,13873975793.1,13873975793.1,21772
2015-03-03,'000021,深科技,9.14,9.8,9.1,9.29,9.32,-0.18,-1.9313,3.906,57467941,543565431.98,13447310577.8,13447310577.8,29081
2015-03-02,'000021,深科技,9.32,9.46,8.96,9.1,9.03,0.29,3.2115,3.0647,45089606,418914221.96,13712137263.2,13712137263.2,22601
2015-02-27,'000021,深科技,9.03,9.15,8.85,8.92,8.91,0.12,1.3468,2.6053,38330353,345980543.12,13285472047.9,13285472047.9,18557
2015-02-26,'000021,深科技,8.91,9.05,8.77,8.88,8.9,0.01,0.1124,2.1721,31956505,284378103.59,13108920924.3,13108920924.3,15883
2015-02-25,'000021,深科技,8.9,9.05,8.55,8.66,8.62,0.28,3.2483,3.2774,48219162,428858005.44,13094208330.7,13094208330.7,23402
2015-02-17,'000021,深科技,8.62,8.8,8.54,8.66,8.51,0.11,1.2926,1.4676,21592074,186410229.25,12682255709.1,12682255709.1,9941
2015-02-16,'000021,深科技,8.51,8.54,8.36,8.39,8.39,0.12,1.4303,1.3191,19407432,164082450.15,12520417179.1,12520417179.1,9232
2015-02-13,'000021,深科技,8.39,8.47,8.31,8.31,8.3,0.09,1.0843,1.4293,21028744,176653207.28,12343866055.6,12343866055.6,10103
2015-02-12,'000021,深科技,8.3,8.37,8.17,8.25,8.2,0.1,1.2195,1.1742,17275057,143036234.79,12211452712.9,12211452712.9,8741
2015-02-11,'000021,深科技,8.2,8.42,8.17,8.23,8.25,-0.05,-0.6061,1.3849,20374871,169059333.59,12064326776.6,12064326776.6,10672
2015-02-10,'000021,深科技,8.25,8.26,8.06,8.06,8.07,0.18,2.2305,1.0756,15824534,128710760.38,12137889744.8,12137889744.8,7412
2015-02-09,'000021,深科技,8.07,8.22,8.01,8.12,8.18,-0.11,-1.3447,0.9809,14432172,116906386.38,11873063059.4,11873063059.4,7426
2015-02-06,'000021,深科技,8.18,8.52,8.1,8.45,8.56,-0.38,-4.4393,2.4231,35650718,294437016.01,12034901589.3,12034901589.3,17892
2015-02-05,'000021,深科技,8.56,8.9,8.55,8.78,8.69,-0.13,-1.496,2.6849,39501485,344924201.24,12593980147.3,12593980147.3,17460
2015-02-04,'000021,深科技,8.69,8.97,8.64,8.89,8.9,-0.21,-2.3596,1.8174,26738599,234816712.49,12785243864.5,12785243864.5,13445
2015-02-03,'000021,深科技,8.9,8.9,8.56,8.56,8.54,0.36,4.2155,2.5855,38040072,334360452.22,13094208330.7,13094208330.7,17771
2015-02-02,'000021,深科技,8.54,8.77,8.5,8.68,8.74,-0.2,-2.2883,1.4679,21596048,186541539.76,12564554960.0,12564554960.0,10820
2015-01-30,'000021,深科技,8.74,8.89,8.48,8.58,8.55,0.19,2.2222,2.7256,40100493,349061980.81,12858806832.6,12858806832.6,19042
2015-01-29,'000021,深科技,8.55,8.68,8.35,8.47,8.49,0.06,0.7067,1.9368,28495854,243136155.59,12579267553.6,12579267553.6,12560
2015-01-28,'000021,深科技,8.49,8.68,8.45,8.68,8.75,-0.26,-2.9714,2.3624,34756674,297643211.26,12490991991.9,12490991991.9,16620
2015-01-27,'000021,深科技,8.75,8.91,8.61,8.86,8.85,-0.1,-1.1299,2.4224,35639907,312317663.66,12873519426.2,12873519426.2,17233
2015-01-26,'000021,深科技,8.85,8.95,8.72,8.74,8.73,0.12,1.3746,2.3998,35307455,311410122.78,13020645362.5,13020645362.5,15253
2015-01-23,'000021,深科技,8.73,8.99,8.7,8.99,9.0,-0.27,-3.0,2.821,41504772,365146139.49,12844094239.0,12844094239.0,18954
2015-01-22,'000021,深科技,9.0,9.05,8.85,9.01,9.01,-0.01,-0.111,2.7526,40498565,362200146.41,13241334267.0,13241334267.0,16998
2015-01-21,'000021,深科技,9.01,9.16,8.82,9.09,8.98,0.03,0.3341,3.9184,57649733,516610728.9,13256046860.6,13256046860.6,24434
2015-01-20,'000021,深科技,8.98,9.08,8.39,8.39,8.36,0.62,7.4163,4.4544,65535245,579074821.91,13211909079.7,13211909079.7,28357
2015-01-19,'000021,深科技,8.36,9.04,8.07,8.7,8.96,-0.6,-6.6964,4.7085,69273555,599296546.13,12299728274.7,12299728274.7,30525
2015-01-16,'000021,深科技,8.96,9.08,8.42,8.5,8.53,0.43,5.041,4.6925,69039529,609254120.58,13182483892.5,13182483892.5,30365
2015-01-15,'000021,深科技,8.53,8.65,8.34,8.44,8.5,0.03,0.3529,2.1349,31409227,266269911.03,12549842366.4,12549842366.4,14728
2015-01-14,'000021,深科技,8.5,8.69,8.35,8.47,8.57,-0.07,-0.8168,3.2132,47274195,401913894.44,12505704585.5,12505704585.5,20721
2015-01-13,'000021,深科技,8.57,8.88,8.05,8.17,8.2,0.37,4.5122,5.5372,81466810,691173160.1,12608692740.9,12608692740.9,35975
2015-01-12,'000021,深科技,8.2,8.25,7.6,7.68,7.76,0.44,5.6701,3.8943,57294927,461393507.22,12064326776.6,12064326776.6,23590
2015-01-09,'000021,深科技,7.76,8.14,7.76,7.9,7.94,-0.18,-2.267,2.1145,31109778,247546117.25,11416972656.9,11416972656.9,12968
2015-01-08,'000021,深科技,7.94,8.24,7.72,7.83,7.81,0.13,1.6645,3.9664,58355660,467983237.26,11681799342.2,11681799342.2,22804
2015-01-07,'000021,深科技,7.81,7.81,7.55,7.7,7.7,0.11,1.4286,1.8837,27714574,212751890.52,11490535625.0,11490535625.0,11055
2015-01-06,'000021,深科技,7.7,7.75,7.27,7.42,7.43,0.27,3.6339,2.031,29881544,225738292.35,11328697095.1,11328697095.1,13307
2015-01-05,'000021,深科技,7.43,7.5,7.21,7.3,7.18,0.25,3.4819,1.6462,24220257,178564350.86,10931457067.1,10931457067.1,10713
2014-12-31,'000021,长城开发,7.18,7.34,6.94,7.34,7.37,-0.19,-2.578,2.5492,37504865,266809789.15,10563642226.3,10563642226.3,15536
2014-12-30,'000021,长城开发,7.37,7.79,7.35,7.67,7.54,-0.17,-2.2546,2.0168,29671748,223720866.87,10843181505.3,10843181505.3,11263
2014-12-29,'000021,长城开发,7.54,7.84,7.5,7.83,7.86,-0.32,-4.0712,1.9625,28873250,220719419.17,11093295597.0,11093295597.0,11317
2014-12-26,'000021,长城开发,7.86,7.91,7.72,7.84,7.84,0.02,0.2551,2.0074,29533776,230830662.5,11564098593.2,11564098593.2,10321
2014-12-25,'000021,长城开发,7.84,7.89,7.56,7.6,7.61,0.23,3.0223,2.5423,37403608,291256883.88,11534673405.9,11534673405.9,15425
2014-12-24,'000021,长城开发,7.61,7.65,7.3,7.39,7.38,0.23,3.1165,1.9033,28002439,210891034.46,11196283752.4,11196283752.4,10944
2014-12-23,'000021,长城开发,7.38,7.65,7.35,7.51,7.57,-0.19,-2.5099,1.606,23628414,177713740.37,10857894098.9,10857894098.9,7852
2014-12-22,'000021,长城开发,7.57,7.68,7.29,7.44,7.36,0.21,2.8533,2.5997,38248826,287297758.52,11137433377.9,11137433377.9,13419
2014-12-19,'000021,长城开发,7.36,7.5,7.22,7.47,7.5,-0.14,-1.8667,1.8141,26690333,196671945.06,10828468911.7,10828468911.7,8623
2014-12-18,'000021,长城开发,7.5,7.6,7.24,7.3,7.31,0.19,2.5992,1.985,29204621,217848007.08,11034445222.5,11034445222.5,11157
2014-12-17,'000021,长城开发,7.31,7.48,7.2,7.48,7.49,-0.18,-2.4032,1.9111,28116664,205432859.06,10754905943.5,10754905943.5,11383
2014-12-16,'000021,长城开发,7.49,7.63,7.44,7.62,7.62,-0.13,-1.706,1.4692,21615465,162013902.86,11019732628.9,11019732628.9,8704
2014-12-15,'000021,长城开发,7.62,7.65,7.53,7.58,7.6,0.02,0.2632,1.3878,20418543,155272999.39,11210996346.1,11210996346.1,8166
2014-12-12,'000021,长城开发,7.6,7.61,7.4,7.45,7.48,0.12,1.6043,1.5335,22561732,169102869.47,11181571158.8,11181571158.8,8793
2014-12-11,'000021,长城开发,7.48,7.5,7.3,7.31,7.37,0.11,1.4925,1.4338,21094331,156802965.03,11005020035.2,11005020035.2,8595
2014-12-10,'000021,长城开发,7.37,7.42,7.12,7.17,7.11,0.26,3.6568,1.6865,24812442,181205289.32,10843181505.3,10843181505.3,8803
2014-12-09,'000021,长城开发,7.11,7.58,7.1,7.58,7.51,-0.4,-5.3262,3.0467,44824603,328356588.66,10460654070.9,10460654070.9,16857
2014-12-08,'000021,长城开发,7.51,7.64,7.31,7.47,7.56,-0.05,-0.6614,2.4867,36585930,273133730.68,11049157816.1,11049157816.1,13024
2014-12-05,'000021,长城开发,7.56,8.19,7.4,8.08,8.09,-0.53,-6.5513,3.4149,50242652,389191470.49,11122720784.3,11122720784.3,19542
2014-12-04,'000021,长城开发,8.09,8.26,8.03,8.1,8.09,0.0,0.0,2.4917,36658844,297043105.56,11902488246.7,11902488246.7,12976
2014-12-03,'000021,长城开发,8.09,8.17,7.98,8.16,8.19,-0.1,-1.221,2.6895,39569296,318732133.33,11902488246.7,11902488246.7,14429
2014-12-02,'000021,长城开发,8.19,8.29,8.08,8.18,8.27,-0.08,-0.9674,2.159,31764972,259958453.38,12049614183.0,12049614183.0,11275
2014-12-01,'000021,长城开发,8.27,8.3,7.98,8.08,8.06,0.21,2.6055,3.0114,44305021,360677015.03,12167314932.0,12167314932.0,16298
2014-11-28,'000021,长城开发,8.06,8.16,7.97,8.1,8.15,-0.09,-1.1043,2.3547,34644363,279688229.17,11858350465.8,11858350465.8,11922
2014-11-27,'000021,长城开发,8.15,8.2,8.0,8.16,8.18,-0.03,-0.3667,3.108,45726733,370051545.33,11990763808.5,11990763808.5,15991
2014-11-26,'000021,长城开发,8.18,8.28,7.73,7.8,7.83,0.35,4.47,4.3203,63562897,515083234.5,12034901589.3,12034901589.3,21935
2014-11-25,'000021,长城开发,7.83,8.0,7.57,7.58,7.55,0.28,3.7086,3.6222,53292522,419502861.77,11519960812.3,11519960812.3,20090
2014-11-24,'000021,长城开发,7.55,7.69,7.48,7.54,7.49,0.06,0.8011,2.4234,35655029,270061368.77,11108008190.6,11108008190.6,12457
2014-11-21,'000021,长城开发,7.49,7.66,7.46,7.61,7.57,-0.08,-1.0568,2.2949,33764198,253897107.94,11019732628.9,11019732628.9,10824
2014-11-20,'000021,长城开发,7.57,7.65,7.5,7.65,7.72,-0.15,-1.943,1.7631,25939436,196587712.53,11137433377.9,11137433377.9,8977
2014-11-19,'000021,长城开发,7.72,7.93,7.4,7.45,7.46,0.26,3.4853,3.3988,50005036,384190280.18,11358122282.4,11358122282.4,18732
2014-11-18,'000021,长城开发,7.46,7.7,7.35,7.65,7.7,-0.24,-3.1169,2.6197,38542526,288748312.69,10975594848.0,10975594848.0,14078
2014-11-17,'000021,长城开发,7.7,7.98,7.4,7.46,7.42,0.28,3.7736,3.1726,46676753,360301666.64,11328697095.1,11328697095.1,17755
2014-11-14,'000021,长城开发,7.42,7.56,7.37,7.49,7.56,-0.14,-1.8519,1.3352,19644898,146370810.18,10916744473.5,10916744473.5,7529
2014-11-13,'000021,长城开发,7.56,7.69,7.25,7.51,7.47,0.09,1.2048,2.4742,36401738,271671761.18,11122720784.3,11122720784.3,13720
2014-11-12,'000021,长城开发,7.47,7.54,7.21,7.36,7.36,0.11,1.4946,1.9489,28673877,212170205.32,10990307441.6,10990307441.6,10722
2014-11-11,'000021,长城开发,7.36,7.76,7.18,7.62,7.65,-0.29,-3.7908,3.1173,45863755,343435857.23,10828468911.7,10828468911.7,16112
2014-11-10,'000021,长城开发,7.65,7.69,7.44,7.61,7.68,-0.03,-0.3906,3.3667,49532653,373744815.91,11255134127.0,11255134127.0,15429
2014-11-07,'000021,长城开发,7.68,7.87,7.51,7.76,7.62,0.06,0.7874,6.3653,93650113,721227681.0,11299271907.8,11299271907.8,30675
2014-11-06,'000021,长城开发,7.62,7.62,6.9,6.9,6.93,0.69,9.9567,5.2766,77632339,573585457.65,11210996346.1,11210996346.1,25409
2014-11-05,'000021,长城开发,6.93,7.02,6.81,6.84,6.85,0.08,1.1679,1.6113,23706929,164231887.95,10195827385.6,10195827385.6,8743
2014-11-04,'000021,长城开发,6.85,6.87,6.75,6.84,6.86,-0.01,-0.1458,1.2601,18539217,126349046.95,10078126636.5,10078126636.5,5657
2014-11-03,'000021,长城开发,6.86,6.89,6.73,6.76,6.77,0.09,1.3294,1.3308,19579119,133732488.21,10092839230.2,10092839230.2,7016
2014-10-31,'000021,长城开发,6.77,6.8,6.66,6.78,6.74,0.03,0.4451,1.2508,18403224,123714915.6,9960425887.51,9960425887.51,5470
2014-10-30,'000021,长城开发,6.74,6.9,6.68,6.7,6.69,0.05,0.7474,1.4571,21437495,144902028.19,9916288106.62,9916288106.62,7640
2014-10-29,'000021,长城开发,6.69,6.74,6.59,6.64,6.62,0.07,1.0574,1.3007,19136900,127541801.41,9842725138.47,9842725138.47,6192
2014-10-28,'000021,长城开发,6.62,6.64,6.47,6.48,6.49,0.13,2.0031,1.1159,16417094,107816774.84,9739736983.06,9739736983.06,5092
2014-10-27,'000021,长城开发,6.49,6.56,6.42,6.45,6.45,0.04,0.6202,0.5746,8454533,54919831.28,9548473265.87,9548473265.87,3232
2014-10-24,'000021,长城开发,6.45,6.59,6.35,6.44,6.43,0.02,0.311,1.0524,15484129,100390514.65,9489622891.35,9489622891.35,5136
2014-10-23,'000021,长城开发,6.43,6.75,6.42,6.65,6.68,-0.25,-3.7425,1.3726,20195037,132379904.62,9460197704.09,9460197704.09,7236
2014-10-22,'000021,长城开发,6.68,7.02,6.67,6.99,7.0,-0.32,-4.5714,1.9203,28252110,193156204.39,9828012544.84,9828012544.84,9789
2014-10-21,'000021,长城开发,7.0,7.15,6.94,7.06,7.07,-0.07,-0.9901,2.7722,40786639,287545701.81,10298815541.0,10298815541.0,11502
2014-10-20,'000021,长城开发,7.07,7.07,6.75,6.81,6.81,0.26,3.8179,3.5746,52591710,365771437.79,10401803696.4,10401803696.4,13795
2014-10-17,'000021,长城开发,6.81,7.02,6.67,6.96,6.99,-0.18,-2.5751,2.5984,38228634,260804521.88,10019276262.0,10019276262.0,13444
2014-10-16,'000021,长城开发,6.99,7.04,6.72,6.78,6.75,0.24,3.5556,2.8709,42238941,291627327.18,10284102947.4,10284102947.4,13978
2014-10-15,'000021,长城开发,6.75,7.07,6.75,6.92,6.93,-0.18,-2.5974,2.2972,33798123,231382356.84,9931000700.25,9931000700.25,10506
2014-10-14,'000021,长城开发,6.93,6.96,6.8,6.88,6.91,0.02,0.2894,1.8811,27676543,190410939.94,10195827385.6,10195827385.6,9594
2014-10-13,'000021,长城开发,6.91,6.99,6.65,6.73,6.74,0.17,2.5223,2.6787,39410228,269676645.68,10166402198.3,10166402198.3,12701
2014-10-10,'000021,长城开发,6.74,6.85,6.53,6.72,6.73,0.01,0.1486,2.8845,42438694,283245856.62,9916288106.62,9916288106.62,11616
2014-10-09,'000021,长城开发,6.73,6.86,6.63,6.7,6.67,0.06,0.8996,1.8965,25019489,168637047.79,9901575512.99,8878739466.13,9239
2014-10-08,'000021,长城开发,6.67,6.72,6.55,6.59,6.56,0.11,1.6768,1.5124,19952469,132411444.14,9813299951.21,8799582799.27,6807
2014-09-30,'000021,长城开发,6.56,6.58,6.47,6.49,6.49,0.07,1.0786,0.9656,12738758,83388944.49,9651461421.28,8654462243.36,4934
